username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Mr. Conservative 🇺🇸,2350307024,"Oklahoma City, OK",2023-01-21 23:56:15,"@RonnyJacksonTX Democrats would never ask China to do their part, when they out number united states 4:1 ratio. And… https://t.co/GhIfGCFlRx",0,Twitter for iPhone,
Mike Carden,1521314383615430662,"Oklahoma City, OK",2023-01-21 22:30:47,"@TerryTibbsOG @DiedSuddenly_ I think they’ve tracked it back to Trump, but Russia was definitely involved… But it w… https://t.co/CV4nG1iu2d",0,Twitter for iPhone,
Stevenia Welch,3071809927,"Norman, OK",2023-01-21 18:36:23,@ksorbs Wow!  He was absolutely correct!  Complaining &amp; protesting &amp; rioting does not actually change things! The p… https://t.co/6A2EyD7BYO,0,Twitter for iPhone,
Oklahoma Contemporary,46185001,"Oklahoma City, Oklahoma",2023-01-21 18:00:37,"In your #SaturdayRead, @CoLabProjectsTX turns a gallery into a ""infra-sonic subwoofer."" The sounds elicit varying r… https://t.co/v7zKNt8krT",0,Hootsuite Inc.,
Elevate,365565187,"Oklahoma City, OK",2023-01-21 15:28:50,"@rawsalerts So one of the most vocal states about climate change and rising sea levels, are the same ones that thin… https://t.co/9Hj3kClDrq",4,Twitter Web App,
Marc Iacaboni,1518899402521387008,"Oklahoma City, OK",2023-01-21 14:08:07,@Healthy4life000 @P_McCulloughMD But it’s climate change it has nothing to do with the jabs they took and I am a mo… https://t.co/p1vfuZqZce,0,Twitter for iPhone,
Marc Iacaboni,1518899402521387008,"Oklahoma City, OK",2023-01-21 14:06:34,@JoeBell @P_McCulloughMD Climate change = Chemtrails +HAARP,0,Twitter for iPhone,
Theorist,3119145007,"Oklahoma City, OK",2023-01-21 11:50:01,@Anon271121 @lisapease @stewartdantec Still no. It’s the pushing a lot of things like climate change. Yes part of i… https://t.co/0HOx0H1A2W,0,Twitter for iPhone,
Tim Auten,1518911177245483008,,2023-01-21 01:50:23,"@ConservBrief You Just as well Hang Your and inflation bidens, Climate Change Hope's Up
It's a big money and Countr… https://t.co/YB62sWqK5e",0,Twitter for Android,
David Wooten,366385121,"Norman, Oklahoma",2023-01-20 19:32:51,"@chrisjones3869 @Partisangirl Yes, sadly your country is becoming a pile of shiт, thanks to 'conservative' politici… https://t.co/S8LaIUS7Ei",0,Twitter Web App,
Jeffrey Harwell,168003545,"Norman, Oklahoma",2023-01-20 14:33:01,"""No one wants to enlist in, or pay for, a war that its generals have no clue how to win, much less the means to do… https://t.co/QVwMVbKRbx",0,Twitter for Android,
Tim Auten,1518911177245483008,,2023-01-20 11:08:13,"@elonmusk @financialjuice This inflation  Biden 
Gas &amp; Oil Shutdown is not going to last long, This BS
Climate Chan… https://t.co/VkLQef6OHM",0,Twitter for Android,
MStephen,1586567185912287232,"Bethany, OK",2023-01-20 05:04:06,Green New Dealers tell me I should worry about my grandchildren and climate change. I worry about how they’ll pay f… https://t.co/6mElMTPMZc,0,Twitter for iPhone,
Tim Auten,1518911177245483008,,2023-01-20 03:10:36,"@RepAdamSchiff Look what you Liberal Socialist Lying Democrats have done for the U.S. Economy, ZERO ZIP, All You
So… https://t.co/H2sqJ181bY",0,Twitter for Android,
Corrie Elston,54404361,The sofa...,2023-01-20 01:34:15,Could Air Someday Power Your Flight? Airlines Are Betting on It. https://t.co/QWGuN4o9tX,0,Twitter Web App,
Raeann Dye,1592989947115479041,"El Reno, OK",2023-01-20 00:54:42,"@LibFails 💯 and since they can’t get anywhere with the climate change bullshit, they’re going to work on apparently… https://t.co/HWUDj8JqSC",0,Twitter for iPhone,
David Wooten,366385121,"Norman, Oklahoma",2023-01-19 20:54:11,"@sfmf91 @LibFails 2/ Agree military people should have the right to vote. 

Not sure about the gazillions of 'woke'… https://t.co/4rhB67P3JE",0,Twitter Web App,
Earth Rebirth 🥬💡💧,259124352,"Oklahoma City, OK",2023-01-19 18:06:12,"EPA Proposes to Add Environmental Justice, Climate Change, and PFAS to National Enforcement and Compliance Initiati… https://t.co/YrfHpiPOUF",0,IFTTT,
South Central CASC,3246173246,"Norman, OK",2023-01-19 17:25:35,The mission of the Native Youth Climate Adaptation Leadership Congress (#NYCALC) is to develop future conservation… https://t.co/Jn0uS9ftOC,1,Twitter Web App,
Jeff Ruff,294431458,Oklahoma City,2023-01-19 15:26:28,@RubinReport He has sharpened his climate change fear mongering skills over 4 decades.,0,Twitter for iPhone,
Mase CcCoy,340119417,"Oklahoma City, OK",2023-01-19 06:49:22,Oops I accidentally let myself get extremely mad about climate change instead of the normal baseline very mad I am… https://t.co/pMzsHLCMa2,0,Twitter for iPhone,
LeAnne Sciarrillo,1461421458496888833,"Edmond, OK",2023-01-19 01:47:48,"@catturd2 Right on, but who appointed them and how do these assholes continue to have a platform to scream “climate… https://t.co/IDBAfd7Mxv",0,Twitter for iPhone,
John Kelsey,19563241,OKC,2023-01-19 00:59:25,"If you thought the Boston Tea Party was something, try messing with our coffee. #comeandtakeit #coffeeislife

https://t.co/C7hJXk4axw",6,Twitter Web App,
Phoenix Mckenzie.,1509596933408661519,"Oklahoma City, OK",2023-01-18 23:57:16,"@becky_metal Let's change places, that reminds me of the Siberian climate ☃ 😂",0,Twitter for Android,
michael,1243230485716795393,"Norman, OK",2023-01-18 16:13:56,@jakeshieldsajj Yes.  Just look at a farmer’s almanac.  The Climate does change and always will.,0,Twitter for iPhone,
Markm351,51144899,"Oklahoma City, Oklahoma",2023-01-18 14:05:53,Do not e er wonder why so many believe Climate Change was s a scam https://t.co/1nMGKtqhKV,0,Twitter for iPhone,
BASEDINOKC,1587275353407594496,"Oklahoma City, Ok",2023-01-18 01:34:50,Seems quiet on here. Maybe its climate change https://t.co/pCHl23LczW,0,Twitter Web App,
Chase k,2734505038,"Oklahoma City, OK",2023-01-18 00:39:20,@GretchenInOK Did you know Gary England doesn't believe in Climate Change?,0,Twitter for Android,
Jimmy Willis,25276571,Oklahoma City,2023-01-17 22:56:54,"@gregbrownedtr @CantHelli @FPWellman It will take five to ten year's or longer to see any change in climate change,… https://t.co/1TYV6fMYRV",0,Twitter for Android,
Chase k,2734505038,"Oklahoma City, OK",2023-01-17 19:48:12,"@LesSummers5 Doesn't just that make you think though? Two of the most renowned meteorologist in Oklahoma, don't bel… https://t.co/ULB7xEjzt3",0,Twitter for Android,
Chase k,2734505038,"Oklahoma City, OK",2023-01-17 19:36:16,"@LesSummers5 I use to heavily believe in climate change, now I'm sceptical. I believe we definitely have a solution… https://t.co/Nh7V3lC4Ow",0,Twitter for Android,
Chase k,2734505038,"Oklahoma City, OK",2023-01-17 19:33:55,@LesSummers5 Do you listen to just the pro-climate change/emergency scientists? Did you know Gary England and Aaron… https://t.co/ikE3CgBkVt,0,Twitter for Android,
Chase k,2734505038,"Oklahoma City, OK",2023-01-17 17:41:09,"@LesSummers5 It's also a factor of, say the state starts taxing vehicle ownership, to fight climate change, would you support it?",0,Twitter for Android,
Tim Auten,1518911177245483008,,2023-01-17 05:45:16,"@muskQu0tes @elonmusk I know that I've never been a denier of Climate Change,
but some of us don't believe it's all… https://t.co/FwRSujaKAS",0,Twitter for Android,
Tim Auten,1518911177245483008,,2023-01-17 05:34:38,"@WhiteHouse You forgot to mention,
your High Inflation Prices
like 7 dollar's for a dozen eggs, and triple Prices o… https://t.co/f43JQAiLG0",0,Twitter for Android,
"Michael Kahn, Pureblood",366759146,Oklahoma City,2023-01-17 03:36:38,"@israelUSAforeve Climate changes. That's natural.
The hoax is manmade climate change.",0,Twitter Web App,
Tim Auten,1518911177245483008,,2023-01-17 03:03:16,"@RBReich What are you talking about, its the Socialist Lying Climate Change Democrats with Brainwashed Occult biden… https://t.co/YFuKbOkDAl",0,Twitter for Android,
Tim Auten,1518911177245483008,,2023-01-17 02:56:41,"@POTUS That's a Bunch of OneSided
Lying Bull Malarkey, the only Government Officials you work with is AOC's  Occult… https://t.co/bSQmKZMUWL",0,Twitter for Android,
Carl Cool Cat,831357393548218372,"Oklahoma City, OK",2023-01-17 01:56:19,@NuckChorris16 It's called climate change.,0,Twitter Web App,
Harry Corvaire,373503917,okc,2023-01-16 15:28:18,"@BronDArc @uncannylizard1 @loffredojeremy I'm not a huge fan of euthanasia, but all the rest of those are excellent… https://t.co/421aWpwUpb",0,Twitter Web App,
ARM Mid-America,1494712068871708673,"Oklahoma City, OK",2023-01-16 15:01:10,"The US Gov't is researching how/why so many insurers have left the states hit hardest by #climatechange 
.
Our frie… https://t.co/E4313xTPng",1,Hootsuite Inc.,
Earth Rebirth 🥬💡💧,259124352,"Oklahoma City, OK",2023-01-16 04:38:15,"Bill Gates Discusses AI, Climate Change, and his Time at Microsoft: https://t.co/QuLTyowcyv",0,IFTTT,
Landon Brawe,1144353136687165445,"Oklahoma City, OK",2023-01-15 17:57:36,@jordanbpeterson Climate change might have been created to explain extreme weather events that are caused by the mi… https://t.co/86sRBW9Xmt,0,Twitter Web App,
Thomas Graves,2291743566,OKC,2023-01-15 17:51:08,Lara Logan; Corruption in the Pentagon; Global Elites Fund Abortion; Climate Change; Elites Want Unvaccinated Pilot… https://t.co/txTSfudmth,1,Twitter Web App,
Yukon Conservation Society,326952061,Yukon,2023-01-15 17:24:21,Cool finding from Kansas about the effects on biodiversity (and thus resilience to climate change) from the re-intr… https://t.co/lNs5saEvpp,1,Twitter Web App,
HeartlandOkie,625593151,"Oklahoma City, OK",2023-01-15 15:06:07,#Facts are starting to defeat the Democrats and their Human caused global climate change false narrative. Global co… https://t.co/03oOHDRpIt,0,Twitter for Android,
Miss 1nformation,1519483299772702721,"Oklahoma City, OK",2023-01-15 05:10:40,"@CollinRugg Because he is liberal and good. He also paid 50,090 to the wef for climate change to make it an even 100",0,Twitter for iPhone,
Charles Martin,1545730190483095558,Oklahoma City,2023-01-15 00:12:46,"@Prophecy_Comics We JUST got funded for season two of We Promised Utopia, a sprawling sci-fi story of a perfect wor… https://t.co/wPrWBYEOF3",0,Twitter Web App,
Tristan Knoch,1393317806431686658,"Oklahoma City, OK",2023-01-14 23:42:59,"@RadarRider3 @FoxNews How can you call climate change fake when the only thing constant in life is change, I never… https://t.co/5VKNEnwS6T",0,Twitter for Android,
Tim Auten,1518911177245483008,,2023-01-14 23:00:47,"@SenatorHagerty @SenateGOP You Got That Right, These Socialist lying Liberal Dem's, must be Out of their
Communist… https://t.co/0gHnCjeU2k",0,Twitter for Android,
Chase k,2734505038,"Oklahoma City, OK",2023-01-14 22:38:47,@NathanDahm @JayWBarnett Vegans kill more animals through the mass plowing feilds that also use planes to curtain b… https://t.co/1J5lA1KbtL,0,Twitter for Android,
Anthony Diulio,1586203672861724673,"Norman, OK",2023-01-14 21:55:58,What I don’t get are people who made their buck off exploiting free labor but then turn around and say “climate cha… https://t.co/8k3YGMDO2i,0,Twitter for iPhone,
Tristan Knoch,1393317806431686658,"Oklahoma City, OK",2023-01-14 20:59:19,"@FoxNews Cattle are the No. 1 agricultural source of greenhouse gases worldwide. 

Eating beef helps stop climate change",0,Twitter for Android,
"Michael Kahn, Pureblood",366759146,Oklahoma City,2023-01-14 17:48:46,@LibFails I believed at first &amp; was waiting for general availability to take it when the truth started coming out.… https://t.co/hTjAZZJ2jp,0,Twitter for Android,
Charles Martin,1545730190483095558,Oklahoma City,2023-01-14 15:35:54,"@KevinRoditeli We JUST got funded for season two of We Promised Utopia, a sprawling sci-fi story of a perfect world… https://t.co/AMmStCsR3X",0,Twitter Web App,
Nellie Holman,82346979,"Oklahoma City, OK",2023-01-14 10:28:00,@pmcdunnough Yuval Noah Herari publicly speaks about what he and the WEF are doing. They want us below 500 million… https://t.co/VblKtGpi63,0,Twitter Web App,
Ryan Wayne Shults,1158930174660030465,"Choctaw, OK",2023-01-14 04:09:57,@MSNBC First was global cooling. Then global warming. Now it’s just simply climate change. All they can tell us aft… https://t.co/ov5NiFnHtO,0,Twitter for iPhone,
Tyler,733426685857517570,Oklahoma City,2023-01-14 00:27:45,@sonstheserum @ggreenwald I mean Climate Change is definitely a serious risk that we will face if we don't start ta… https://t.co/qg9yH6QGZM,0,Twitter for Android,
Building Culture,721872053633060864,"Oklahoma City, OK, USA",2023-01-13 18:46:07,2/3 the number of housing starts and contributions to GDP—topped off with an overlay of “fighting climate change” i… https://t.co/XcUmuMjCh0,3,Twitter for iPhone,
Real Tweets of Genius 🎶🧠,1518760240426229761,Nunya Damn,2023-01-13 18:28:51,"If you believe in the following please seek mental help. 🤡

Russian Collusion 
Fake Insurrections 
Most masks work… https://t.co/VqcbqQYWFF",6,Twitter for iPhone,
Appsro's Junkyard.,1494052249634549766,"Moore, OK. ",2023-01-13 17:36:40,I think this just goes to show that climate change is very much real. https://t.co/WPFWmzl6wv,0,Twitter Web App,
Mark Harris,1586810943551438849,"Edmond, OK",2023-01-13 15:59:20,"Climates do change and are affected by man, but this occurs over decades.  Urgent climate action is not needed, res… https://t.co/q6oGqhlvsL",0,Twitter for iPad,
OKCAtlasShruggedFans,816256418,"Oklahoma City, Oklahoma",2023-01-13 15:34:47,"Climate Change FED Policy and California Flooding @YaronBrook 

https://t.co/IjCxTRw4aS",2,Twitter Web App,
john thompson,163614938,Oklahoma City,2023-01-13 15:15:06,"Exxon Scientists Predicted Global Warming, Even as Company Cast Doubts, Study Finds https://t.co/3CkjpIHSqe",0,Twitter Web App,
whitney🌌🍸,97073922,"Oklahoma City, OK",2023-01-13 04:54:10,@FredCavanaugh1 @NEWS9 I’m so confused on what conspiracy theory you’re trying to talk about bc first u said climate change,0,Twitter for iPhone,
OU Photovoltaic Materials and Devices Group,1029065157052379136,"Norman, OK",2023-01-13 02:51:41,ExxonMobil: Oil giant predicted climate change in 1970s - scientists https://t.co/XViWMIE2UT,0,Twitter for iPhone,
whitney🌌🍸,97073922,"Oklahoma City, OK",2023-01-12 20:46:10,@Leigha19514613 What does climate change have to do with this,0,Twitter for iPhone,
James Reichenbach,1244142766851887104,"Oklahoma City, OK",2023-01-12 18:30:19,"Newsom Announces Cuts to Climate Change Funding, Mid-flood, Due to Deficit https://t.co/8YVRZdvNGk #news #followme https://t.co/cMu63seGli",0,SocialPilot.co,
John,1516596736130699267,"Oklahoma City, OK",2023-01-12 18:20:35,@TaraBull808 I think I need a link to this question because I don't know anyone blaming climate change too sudden deaths,0,Twitter for Android,
Adam Leonard,826248083881103360,"Oklahoma City, OK",2023-01-12 14:23:02,@mattgaetz Left is out of control with climate change,0,Twitter for iPhone,
Ken Ragsdale,2539908208,"Oklahoma City, OK",2023-01-12 13:00:18,"Consumers order less beef when fast food restaurants disclose climate change impact, study https://t.co/BHKVq9oTTc via @YahooNews @DougCarel",0,Twitter Web App,
sarahraineysmith,2165356314,"Oklahoma City, OK",2023-01-12 02:53:04,@heyorson @stillgray When power is out I’ve enjoyed heat from the gas fireplace and cooking on the gas stove. You’r… https://t.co/jPJxfD58IN,0,Twitter for iPhone,
RussFlorence,14825137,Oklahoma City,2023-01-12 01:51:09,"So, one new board member wants to bring Christianity into schools. One is a climate change denier. One is a private… https://t.co/KHKeNL7OTm",0,Twitter for iPhone,
